# d_radial[Mpc] v_radial[km/s] ra deg MAG_B MAG_K
24731.017578 1526.966187 285.766174 24.346426 -20.061480 -22.916622
54601.097656 3455.033691 201.296158 -47.130466 -18.984116 -21.541632
54561.535156 3456.110840 200.935822 -47.363403 -18.870747 -21.592642
38245.304688 2759.796631 178.894989 -37.671585 -19.968058 -22.470848
15117.961914 800.357056 30.200977 -43.526394 -20.356897 -22.749645
35545.417969 2119.412842 124.059631 -49.344910 -19.232615 -21.765549
38858.828125 2544.793213 275.515869 11.693604 -20.035885 -22.751022
35065.675781 2249.037842 300.591858 -5.450531 -20.045803 -22.375458
45911.796875 3229.658936 50.808674 53.475639 -19.709631 -22.065836
20986.160156 1341.921387 258.945343 -38.025841 -19.986212 -22.583485
43474.117188 3306.021240 187.560181 3.776944 -20.326757 -22.870529
29957.708984 1677.327759 64.900833 26.394432 -20.513664 -23.244904
47410.945312 3105.755615 292.273956 5.365687 -19.789124 -22.188457
47880.281250 3098.953613 262.134949 -22.945253 -18.784401 -21.169235
47985.683594 3184.337402 262.174927 -22.995354 -18.773809 -21.409048
46516.898438 2947.501709 157.437714 30.177605 -20.397243 -23.026358
25270.597656 1541.479736 150.723999 -23.934641 -19.455223 -22.588465
46881.476562 3118.635498 186.611923 -42.497932 -20.120583 -23.087791
42939.679688 2842.669678 349.086853 -39.284767 -19.107502 -21.754936
40514.851562 2865.384766 148.081238 -51.665932 -19.940229 -22.814274
41336.398438 2795.117676 150.705322 -86.485085 -19.246122 -22.034964
56388.324219 3476.525879 115.742439 -5.073601 -20.080826 -22.803699
50899.226562 3385.184814 357.952057 -41.197453 -19.836380 -22.542347
40936.472656 2632.340576 294.785217 -39.376427 -19.895447 -22.444168
33943.929688 2153.428711 335.646057 -8.759799 -20.009954 -23.001085
41084.070312 2731.565674 187.534683 82.465919 -19.743671 -22.472986
45771.269531 3213.548828 177.561996 15.351417 -19.551735 -22.420107
28914.351562 2097.170654 254.161057 13.693340 -20.072876 -22.678085
41223.378906 2816.805176 314.488129 -48.313072 -19.498610 -22.310230
46909.324219 3114.485107 241.550613 73.316742 -20.683849 -23.464725
47312.988281 3352.939453 180.680130 8.609071 -20.683926 -23.198429
37139.402344 2476.398193 265.069824 -32.841221 -20.020870 -23.000973
43156.792969 3011.736328 267.519958 -45.555592 -20.557573 -23.344372
50356.417969 3441.471924 88.243179 61.509346 -19.590223 -22.601902
34605.875000 2047.732788 173.981857 43.179024 -20.181467 -22.753010
42385.152344 2756.061523 275.850403 -37.434467 -19.771826 -22.568768
52997.574219 3454.651611 220.539078 38.782188 -19.987677 -22.857126
39950.476562 2718.184082 114.746925 -51.886791 -20.134439 -23.113008
43565.722656 2907.671143 305.927155 14.725894 -20.432945 -23.210482
43123.152344 3052.847168 50.481091 63.606754 -19.641100 -22.571125
47822.386719 3360.569092 155.687607 -6.154082 -20.024408 -23.002306
25247.664062 1709.594971 235.664597 -21.829092 -20.356102 -23.108273
18584.144531 1234.934570 13.304395 50.049778 -18.844378 -21.566730
41209.390625 2966.382812 336.301361 32.047527 -19.828007 -22.607006
46317.382812 3276.020264 162.060471 14.232447 -19.854893 -22.714426
47355.417969 3085.069336 293.070343 1.704924 -19.994644 -22.861425
48243.417969 3430.686768 110.148354 -50.388577 -19.788527 -22.529409
46293.347656 3066.303467 178.219620 50.762722 -19.933933 -22.752882
49225.429688 3205.789062 209.084259 -40.915951 -19.953897 -22.701862
30615.093750 1842.690186 59.606075 25.743467 -20.530430 -22.997112
46916.804688 3214.742920 268.669922 -42.809540 -19.266039 -22.546082
27822.759766 1782.328491 63.730347 -40.814510 -20.021147 -22.801920
50876.679688 3426.565430 129.934753 8.951940 -20.548386 -23.302952
36280.648438 2579.533691 161.190933 -55.492065 -20.160400 -23.084629
44233.691406 2743.567871 135.592606 -2.726529 -20.254633 -22.864464
21303.126953 1245.031616 320.241241 -79.456139 -19.970112 -22.858776
36150.503906 2571.127197 340.684387 -63.300037 -20.077637 -22.729336
41138.351562 2748.663818 185.753769 85.325882 -20.249887 -22.956152
43852.148438 2870.969238 310.855133 -24.119713 -19.847061 -21.958199
43492.687500 2924.729248 277.690216 -52.057030 -19.540983 -22.052364
40975.726562 2752.583252 213.430664 38.688782 -19.384752 -22.179510
38997.855469 2583.678467 165.550247 38.998020 -18.911539 -21.615583
50985.257812 3409.878174 293.336517 7.687862 -20.199324 -23.022545
49645.542969 3493.549561 272.434662 -30.689110 -20.379969 -23.311050
47025.187500 3059.825439 292.154572 6.823338 -19.160940 -22.255049
44046.343750 2982.578125 190.039230 -34.611633 -19.513268 -22.232765
42000.835938 2702.393066 211.518509 60.851341 -19.896744 -22.714424
29092.574219 1730.240967 58.721489 33.503670 -19.755693 -22.865049
32625.578125 2158.218994 241.923538 -67.513733 -20.071739 -22.669106
23078.580078 1511.412109 118.781914 13.464058 -19.148825 -22.128653
52040.609375 3344.290771 198.313416 -31.878082 -19.029644 -21.875086
34232.128906 2236.275635 300.581848 -44.443336 -20.153463 -23.253572
25656.492188 1675.801880 296.064301 -51.859306 -20.346134 -23.104740
49098.011719 3330.408447 132.622147 -14.269480 -19.343590 -21.594364
48665.644531 3240.826416 304.822418 4.800230 -20.111452 -22.453608
4564.174805 280.295563 95.570061 2.915732 -19.448683 -22.015867
39789.250000 2671.790039 278.147430 35.197189 -20.197699 -22.471020
43600.000000 3201.031738 353.768372 14.838995 -19.353893 -22.166950
39077.710938 2601.871338 51.653820 9.306372 -19.828289 -22.273771
36775.738281 2462.413330 223.819351 37.410942 -19.751514 -22.981596
43882.718750 3015.259033 285.169342 38.900608 -20.664764 -23.516157
38930.730469 2171.640869 137.432602 -46.590748 -19.867649 -22.535177
13835.948242 767.523315 33.600422 52.338108 -18.788464 -21.381819
13738.202148 763.068237 34.310688 51.058708 -18.757261 -21.163448
40706.078125 2163.018799 130.208511 -40.736019 -19.116407 -21.815725
42663.507812 2884.116455 87.790321 -49.273918 -19.907602 -22.338438
29770.863281 1912.813477 81.961227 4.646420 -20.025702 -22.595785
51663.031250 3473.327637 206.651901 -75.837440 -20.058052 -22.829359
46408.210938 3438.936523 153.937408 -51.244919 -20.641130 -23.370165
48914.097656 3328.663086 316.010284 -14.163442 -20.233334 -22.842121
51435.851562 3392.952393 283.394989 8.668336 -19.554935 -22.416662
45337.625000 3124.694336 346.103333 -18.706228 -20.130596 -22.698589
34605.203125 2419.198242 21.907516 67.499985 -19.143137 -22.336826
28066.351562 1751.837646 131.915527 -36.798851 -20.353090 -23.040783
49945.085938 3490.687256 110.703506 -42.169128 -19.968264 -22.477493
17536.509766 1125.138550 137.438629 39.406464 -19.099960 -22.103533
24242.537109 1713.117188 356.170563 24.863991 -19.784666 -22.459188
43388.500000 2946.827148 50.767548 0.538472 -19.354076 -22.489346
45300.839844 3268.726807 41.883823 -12.062196 -19.796129 -22.699501
27477.890625 1710.275146 57.893734 -36.915184 -20.165304 -22.725048
50309.375000 3430.823730 61.000443 9.794286 -19.307270 -22.093496
36544.535156 2398.484375 154.881027 -52.276825 -20.007931 -22.455183
48214.359375 3470.969482 17.604548 17.859879 -19.636242 -22.606592
24649.710938 1610.788330 20.434559 -78.073982 -19.873199 -22.690832
29100.142578 1980.267944 111.137436 45.913567 -19.984310 -22.854856
40859.070312 2541.603271 121.965591 -40.519871 -19.952095 -22.578854
36942.136719 2188.316895 123.649734 -20.472589 -20.131968 -23.025429
42251.085938 2946.042969 57.298836 52.834156 -20.285046 -23.071310
30166.015625 1986.393433 85.705658 13.617218 -20.093367 -22.663191
28940.910156 1817.204102 331.295624 -20.202906 -19.935072 -22.527079
38761.238281 2830.127930 184.800644 26.272560 -20.511116 -23.106266
45035.070312 3197.187012 158.306824 11.559910 -19.010860 -22.123791
43750.710938 2787.919434 335.557617 -46.158504 -18.900978 -21.434673
45420.472656 3373.362793 22.911068 26.451935 -19.736691 -22.697971
54146.402344 3499.916992 313.174713 -38.694912 -19.906384 -22.890316
46403.835938 3463.922363 10.764866 3.146559 -19.560789 -22.626284
47386.707031 3181.665527 148.935989 51.540104 -19.600574 -22.612122
49543.062500 3311.733887 185.789154 57.400154 -19.440037 -22.105310
42706.765625 3150.146240 353.950562 35.716843 -19.570566 -22.766409
47724.566406 3222.296387 250.667114 0.631854 -19.211933 -21.570122
51034.308594 3314.863281 257.234680 32.787971 -19.909792 -22.592932
24101.273438 1501.663086 273.227325 -30.320539 -18.827900 -22.057693
27245.552734 2006.982422 79.665199 17.753027 -19.432631 -22.185463
32446.240234 2030.707397 35.728046 37.824238 -19.379082 -22.127384
40532.910156 3017.577393 3.832978 22.402262 -18.629890 -21.351946
39365.738281 2527.354492 295.337982 6.125812 -20.224457 -22.797672
46486.937500 2900.555664 240.930573 21.169138 -20.134821 -22.802921
51412.136719 3411.699951 317.400238 -40.675175 -17.899239 -21.346313
39329.578125 2534.641846 280.249573 10.508102 -20.325346 -23.122927
53400.050781 3386.684814 323.950348 -29.509661 -20.031090 -22.306864
42640.613281 2798.447754 118.391174 -45.061687 -19.568029 -22.243835
38513.289062 2756.329834 331.069305 -60.116459 -19.853752 -22.843338
28879.810547 2128.675537 212.867783 10.540299 -19.725838 -22.776138
30084.927734 2008.880615 38.405899 -65.929787 -20.209452 -22.461859
24750.455078 1734.542969 340.258667 -79.924828 -18.495602 -21.111595
51259.265625 3096.970947 225.945251 40.621979 -20.500198 -23.094727
25629.798828 1525.561523 144.541519 -62.262531 -18.570257 -21.324797
25831.005859 1590.039307 145.291306 -62.864120 -18.461710 -21.195829
49747.953125 3311.714600 155.473785 21.432264 -19.340954 -22.048880
44958.703125 3222.177246 31.613062 47.052937 -19.783554 -22.293530
23268.972656 1579.799316 46.647339 81.345284 -19.800137 -22.506224
23164.718750 1300.830322 81.383308 -19.385181 -19.546064 -22.380724
47359.570312 3288.290527 232.687897 -45.787106 -19.842571 -22.662891
32290.353516 2018.862549 348.252014 -59.842896 -19.944183 -22.704304
35542.417969 2490.672363 356.400909 50.965855 -19.693758 -22.577356
14652.493164 852.489624 79.194534 13.744676 -19.776823 -22.441187
33633.656250 2240.897949 164.763046 -58.181728 -20.489046 -23.262222
40059.785156 2852.898926 171.902954 -2.188556 -20.570122 -23.293211
51497.585938 3165.885498 279.368164 -19.581228 -19.472807 -22.520638
40837.589844 2702.186523 219.381943 45.897141 -18.894859 -21.869734
39151.886719 2670.617188 298.392029 -43.487492 -19.211222 -21.685555
48724.675781 3243.360840 91.047493 28.327040 -20.056658 -22.890450
50528.316406 3470.244873 232.918564 -57.654629 -19.846426 -22.441532
10165.150391 393.901550 210.144302 -72.640594 -20.056509 -22.908585
28686.142578 1859.432495 283.387146 0.790157 -19.615454 -22.788706
30265.259766 2127.239014 307.323639 60.789635 -18.814959 -21.306076
47026.207031 3299.452148 245.117554 -7.516616 -19.471058 -22.462801
49811.921875 3397.665283 182.807083 -38.043175 -20.036114 -22.468039
33450.984375 2248.088867 329.393982 9.979439 -20.494560 -22.742168
43965.992188 3123.065674 357.285248 -82.799408 -19.852596 -22.314144
40905.542969 2815.455078 62.134670 52.557777 -19.725222 -22.497889
46655.906250 3142.290527 189.705368 -36.257053 -20.361080 -23.149002
37258.363281 2487.315918 63.905338 -66.906487 -19.709845 -22.423277
39739.089844 2545.080811 246.947388 -58.886410 -18.581736 -21.437412
47847.910156 3227.728760 132.833435 56.116459 -20.167366 -23.113272
47061.480469 3425.430176 333.987701 48.107479 -19.956783 -22.838951
34753.257812 2026.995972 147.903061 -49.614704 -19.317947 -22.175207
45467.242188 3062.281250 277.329803 -51.931355 -20.028339 -23.027538
48970.402344 3378.086914 290.273346 -35.864071 -19.771851 -23.081158
34122.648438 2274.409912 86.218445 -30.561550 -19.328949 -22.006388
39848.699219 2625.066650 161.870422 -4.002306 -20.335352 -23.028946
26378.390625 1755.684814 170.701065 -21.004593 -19.787334 -22.595137
15871.449219 962.799622 232.613602 -54.715939 -19.416645 -22.478720
26955.625000 1719.694092 69.083069 57.349545 -19.990133 -22.438652
21008.675781 1263.985474 116.179924 -61.425850 -19.336975 -21.897011
32611.052734 2281.291504 290.561829 67.113808 -19.898939 -22.976078
41373.218750 2899.420166 256.684875 -56.109406 -20.232941 -22.893127
39822.308594 2790.058594 48.823048 -16.626749 -19.592779 -22.180113
49483.449219 3103.846680 252.359329 28.040194 -20.095570 -22.958517
43621.210938 3203.782959 352.616180 14.181398 -19.442972 -22.558958
44906.925781 3126.337158 254.100693 -54.263508 -19.411924 -22.187506
47356.242188 2829.856201 111.069580 -14.131462 -19.417952 -22.733389
50756.113281 3496.383545 101.030098 -38.492863 -20.660595 -23.363403
27662.687500 1716.951294 101.016808 -12.743309 -19.533550 -22.473387
31498.462891 2028.968262 162.224426 14.826994 -19.287188 -22.032494
43083.242188 3029.390381 304.923004 52.812828 -19.995653 -22.796329
21806.626953 1378.652222 276.005035 -41.578072 -20.204275 -22.844738
24965.765625 1610.026367 49.888103 58.644943 -20.686680 -23.165798
47062.843750 3179.918701 292.496765 1.742914 -20.158430 -22.467943
32785.726562 2293.057129 340.131104 14.303283 -19.943352 -22.705109
52575.613281 3417.019531 321.519043 -11.200014 -19.954939 -22.465334
27068.226562 2237.815186 84.074203 22.922981 -19.920757 -22.427988
35586.910156 2329.127197 123.731094 54.938194 -19.410311 -22.185631
50401.898438 3153.942139 221.141541 44.795628 -18.963688 -21.802494
46476.132812 3244.626953 77.068916 62.749001 -20.128660 -23.032036
45395.476562 3320.216553 359.227722 63.186214 -19.699253 -22.632742
28240.806641 2030.442261 206.946121 7.334031 -20.375896 -22.857540
52564.007812 3444.525391 207.682953 53.385361 -20.282997 -22.939503
36094.816406 1896.132080 113.878860 -22.053976 -19.025057 -22.216869
22887.958984 1466.787109 137.614746 43.300343 -19.668652 -22.718214
28216.203125 1821.650146 101.904762 51.554333 -20.144770 -22.889006
39456.664062 3004.237305 204.597336 35.405445 -20.578321 -23.336140
46165.402344 3376.046875 9.871812 -12.579036 -20.313490 -23.067938
34962.000000 2007.938599 124.978081 -43.904514 -19.493860 -22.241587
30700.882812 2024.041504 341.411774 -0.186826 -20.083998 -22.981501
39367.183594 2818.974609 55.963383 -17.116501 -19.726440 -22.319859
26272.927734 1632.236938 74.422188 52.313259 -19.661133 -22.148115
35905.519531 2075.303955 253.285751 23.444336 -19.390589 -22.609789
29208.800781 1899.298950 119.341866 49.671028 -19.651913 -22.685356
35846.703125 2074.301270 245.602875 42.713825 -19.738167 -22.594641
35445.613281 2348.854980 173.875977 35.705536 -20.238419 -23.077829
49736.332031 3484.007080 54.453388 -6.501172 -19.052969 -21.859560
41367.246094 3010.075439 187.304764 0.874879 -20.254816 -23.041252
22183.400391 1426.497559 125.746628 3.521078 -19.975666 -22.746798
31141.273438 2045.057373 324.703735 -22.452982 -20.189939 -22.831129
42754.289062 3203.884277 31.470470 18.793100 -19.570396 -22.341583
28303.630859 1736.258545 56.358875 33.728832 -20.010231 -22.764603
41307.460938 2763.019775 172.953568 10.867145 -18.492727 -21.392239
49425.914062 3465.534424 350.676605 -16.258965 -20.062078 -22.907921
36291.210938 2298.033691 320.988647 -8.336389 -19.360031 -22.017746
36662.804688 2462.754883 260.528198 -27.160198 -20.017778 -22.674500
29194.039062 1810.927612 70.177750 -14.943797 -19.141478 -21.773884
36936.023438 2421.262451 127.655693 -21.357775 -19.736664 -22.395361
52020.582031 3162.403320 226.821686 41.866913 -20.197947 -22.690386
46814.738281 3160.249756 172.554672 45.506519 -19.072487 -21.936872
25526.406250 1586.281616 124.599281 48.078861 -19.771811 -22.640902
29443.953125 2170.835938 353.662354 52.191433 -19.623793 -22.714239
34367.125000 2219.913818 120.661674 51.609344 -19.929453 -22.958239
53685.996094 3386.294678 313.464783 -38.229530 -19.811909 -22.346287
48700.296875 3447.818848 351.133545 19.425638 -20.236212 -22.616392
46618.886719 3424.899902 29.930204 18.988813 -19.262854 -21.535728
38329.074219 2626.341553 50.546906 -36.732010 -20.051334 -22.735254
36458.433594 2558.306152 190.726700 -4.610753 -19.345434 -22.154348
47476.070312 3264.434570 270.063873 -28.194275 -19.646719 -22.178417
34540.652344 2162.673340 247.113556 25.624580 -19.538937 -22.691833
51844.964844 3180.616943 160.333115 27.135124 -19.218596 -22.276157
15368.239258 802.499329 338.592316 -34.197533 -19.386362 -21.988655
26340.871094 1708.465332 174.270828 3.568794 -18.873417 -21.553019
46401.093750 3119.973877 190.784302 47.016197 -20.245346 -22.997368
41505.910156 2954.638672 17.472418 -78.727165 -19.716347 -22.653221
35986.300781 2390.040283 152.254196 -17.493132 -19.743866 -22.595726
37370.175781 2335.251221 98.636200 -8.001682 -19.261126 -21.376766
37299.695312 2244.612549 98.591599 -7.677501 -18.553679 -21.092590
34289.777344 2435.330566 18.144989 52.289551 -20.448475 -22.694197
35461.812500 2441.948730 158.489731 -54.350578 -20.477133 -23.318991
38464.953125 2637.706787 177.045334 29.026901 -19.320265 -21.930059
41887.136719 2867.401123 264.890778 -48.833466 -19.452969 -22.166784
41633.046875 3117.134277 232.375809 15.581676 -19.513786 -22.098597
20859.349609 1404.996460 130.126923 17.433298 -20.245195 -22.895123
37758.183594 2243.119141 122.678413 -20.873363 -19.794069 -22.971455
40260.738281 2851.164795 335.432922 28.598322 -20.076492 -22.973772
48084.230469 3266.782227 357.425842 -30.477592 -20.322578 -22.879854
31586.796875 1825.298218 63.661472 22.918179 -19.774721 -22.324558
42332.035156 3223.971191 127.856110 -28.231554 -19.685253 -22.395901
38056.140625 2696.190430 10.187810 46.465935 -19.613846 -22.461658
45178.066406 3144.817139 109.521111 -50.341694 -19.688313 -22.468967
39045.082031 2499.989746 99.472313 -19.697794 -20.204992 -22.967831
43992.644531 2892.709717 196.802979 -46.345459 -19.126608 -21.863525
24153.523438 1455.713501 185.278336 8.224401 -19.784744 -22.464066
30713.978516 1762.645996 231.773407 35.087086 -20.180016 -22.892265
45376.742188 3179.845703 163.738998 13.643425 -19.625576 -22.510204
30396.542969 2127.931396 318.149689 -68.804543 -19.565100 -22.769522
37513.390625 2460.165527 291.305573 43.905102 -19.714317 -22.461161
26742.595703 1893.184570 90.795990 10.735206 -19.108210 -22.087774
49041.289062 3329.113281 93.791473 60.509396 -18.444813 -21.049887
46802.019531 3029.510986 82.699257 -4.013788 -19.807402 -22.531918
51828.792969 3497.317871 52.791252 -67.402061 -18.284895 -21.541986
41578.953125 2785.064941 256.431030 -55.450047 -18.290543 -21.948906
17039.287109 1022.981140 87.607666 2.056187 -19.704422 -22.604742
37648.734375 2476.242676 179.528931 40.811169 -19.215193 -21.961458
43081.828125 3139.157471 184.371262 2.979021 -19.806797 -22.752859
47596.308594 3426.484375 309.306366 -49.249577 -20.082806 -22.661541
41155.343750 2814.269043 65.055679 -15.402342 -18.905025 -21.190948
41071.832031 2863.629150 65.322502 -15.509610 -18.549295 -21.032511
44264.292969 3094.153809 220.701447 39.621983 -19.926596 -23.246094
37961.214844 2480.787354 262.138977 14.796791 -19.449581 -22.028666
43786.816406 3325.486816 220.364609 39.949673 -18.549856 -21.462921
48505.265625 3213.120605 75.914444 6.379533 -19.058298 -22.024324
19249.375000 1255.932007 41.037533 38.655903 -19.599974 -22.170128
37979.238281 2511.891602 167.827621 36.922470 -19.207836 -22.130077
25207.154297 1665.522583 262.931274 -1.998964 -19.476271 -22.108627
39504.101562 2650.621582 9.577518 -51.238785 -19.616138 -22.304892
40130.550781 2682.068848 52.911346 22.758408 -20.231546 -22.915668
34548.191406 2381.367188 332.741364 69.701660 -18.972853 -22.060038
20149.058594 1271.090088 335.802155 -22.260153 -19.711578 -21.999214
40473.578125 2794.237549 222.777451 -33.445324 -19.984478 -22.751545
28259.960938 1870.115845 160.875793 -17.919054 -19.815369 -22.237967
11082.168945 520.045410 64.927055 -24.417091 -19.146248 -21.953480
35218.253906 2487.081299 359.339417 51.673897 -19.862236 -22.539400
28717.910156 1740.471924 276.681244 -17.420860 -19.108564 -21.889597
28846.882812 1789.359131 276.783905 -17.537767 -18.774668 -21.345749
30019.845703 1986.442139 190.998367 -10.281647 -19.606186 -22.477182
48271.363281 3236.596191 92.210945 28.329144 -19.898596 -22.808199
44325.582031 3045.093750 267.541504 -46.175579 -19.625641 -22.911440
32886.625000 2374.945068 257.557068 -32.998150 -19.445461 -22.153439
50041.121094 3196.084717 94.128571 -19.109413 -20.062073 -22.632504
42795.492188 3247.628906 13.329378 19.519941 -19.771593 -22.347691
48431.281250 3391.705811 245.722427 -7.008709 -19.599043 -22.305023
45878.558594 3247.840820 241.793823 -48.860008 -19.274296 -22.218323
27844.099609 1919.760864 295.145203 -63.735996 -19.626932 -22.376682
24807.658203 1685.815918 97.341141 -26.973925 -20.199999 -22.688822
35974.105469 2528.152100 358.949097 51.521904 -19.460199 -22.293886
35302.843750 2219.022949 284.856262 37.718456 -19.169575 -21.866804
27228.765625 2033.417480 80.265968 28.296803 -19.821161 -22.697477
47841.335938 3281.731445 339.511139 -51.376919 -19.539913 -22.465963
25837.566406 1667.993774 89.555298 -19.101852 -19.816811 -22.468208
47058.066406 2488.526367 123.928970 -21.380499 -19.688293 -22.381676
43801.343750 3003.552734 55.683159 -68.707809 -20.086626 -23.116110
33012.476562 1758.656372 277.955322 30.051416 -19.942614 -22.509615
42364.433594 2590.326904 113.947777 -22.073805 -19.721403 -22.622715
36508.996094 2337.462891 296.689301 6.780437 -19.068348 -22.094940
48337.597656 3389.875244 348.712067 -17.409584 -19.802294 -22.461191
48644.386719 3186.243652 310.465179 -26.751097 -19.889305 -22.542009
29554.152344 1931.007080 98.132545 -20.437052 -20.034910 -22.823097
36281.156250 2557.614258 196.153671 23.428209 -19.726894 -22.191961
45338.171875 3255.346191 326.474396 59.607262 -20.481752 -23.197912
28108.492188 1641.155029 254.130447 24.346563 -20.233639 -23.064690
41437.636719 3018.455811 191.182312 -8.888200 -19.318922 -22.059391
41133.949219 2701.803955 234.064911 -66.048630 -19.656881 -22.457262
30784.464844 2004.043457 65.163895 19.457117 -19.720898 -22.696182
42298.363281 2783.677979 143.656418 32.023880 -20.306032 -23.003668
38132.976562 2751.863525 204.273758 34.223537 -19.376688 -22.262936
49352.582031 3460.221680 272.159912 -48.156555 -18.989325 -21.850376
38988.953125 2391.478027 120.776886 -45.821285 -20.066111 -22.842052
28162.916016 1907.302979 209.927902 12.256016 -20.100737 -22.820589
36036.066406 2411.463623 91.750282 -21.269529 -19.553904 -22.382805
26129.968750 1707.432495 252.249634 -14.229462 -19.320713 -22.170986
49941.125000 3428.701660 91.868187 -47.217224 -19.151690 -22.236057
42933.867188 2782.154541 140.246002 25.718679 -20.198723 -22.806860
32756.875000 2248.143799 295.145905 61.103539 -20.296360 -22.885292
32210.826172 2057.084473 83.544502 20.897598 -19.493387 -21.830265
34303.339844 2134.244141 204.293549 43.310589 -18.599810 -21.439159
51098.859375 3322.750977 190.128754 -40.823582 -20.210972 -22.816734
34338.007812 2314.990723 33.222328 44.612335 -19.420963 -21.858932
34712.386719 2312.104004 287.919006 70.657433 -20.230909 -23.036684
40739.539062 2642.823486 135.887375 -43.894299 -19.674334 -22.524595
40170.664062 2638.961426 128.196335 -28.518818 -19.540424 -22.270897
42275.984375 3078.230713 337.912537 32.894108 -19.174726 -21.593155
52884.910156 3429.835693 274.212860 -4.386320 -20.063883 -22.680496
16469.949219 1017.106445 242.564102 -50.838032 -19.962952 -22.776060
36434.347656 2312.303711 181.269333 27.752327 -19.589378 -22.379980
43647.730469 3185.190674 231.450790 1.195187 -19.233086 -22.139889
40283.753906 2912.865967 243.683807 9.668563 -18.665215 -21.173208
24049.613281 1545.194702 108.229065 -39.495506 -19.528559 -22.060768
46681.917969 2796.298340 284.065247 -32.365650 -19.707836 -22.931252
48206.339844 3062.875977 94.614769 -9.588957 -19.337687 -21.838017
42985.824219 2779.132812 162.005310 49.064816 -20.217697 -22.783211
51649.324219 3325.360352 262.836060 -19.169491 -20.105219 -22.688471
38069.472656 2533.365234 281.245605 35.211685 -19.914925 -22.442629
37672.347656 2452.301758 83.314751 -39.705151 -19.513300 -22.150534
34865.199219 2470.510986 60.037777 5.156410 -19.766878 -22.738434
45614.132812 2910.428955 132.046448 15.595295 -19.716204 -22.667906
47435.019531 3231.047852 272.234344 35.106400 -20.004442 -22.603979
20596.738281 1407.327759 289.804626 79.888138 -19.832178 -22.851517
42068.945312 2998.009766 129.020767 -34.499920 -19.805664 -22.324486
48412.496094 3432.458008 300.510651 51.897392 -19.972113 -22.638842
33456.003906 2185.067627 105.193497 20.885645 -18.628267 -21.363188
40681.890625 2638.911621 219.646774 44.753998 -20.314684 -22.949728
48222.695312 3146.130371 183.565186 -70.111633 -20.259069 -22.909117
37469.339844 2457.295166 248.617477 19.939808 -20.184059 -22.858175
13805.983398 762.478333 335.404938 6.592348 -18.538574 -21.416784
13864.273438 669.074829 336.058411 7.862934 -18.534218 -21.098492
35519.066406 2523.106934 6.051228 -13.653595 -18.978334 -21.816994
30408.824219 1683.912354 282.077179 32.196957 -18.803343 -21.692518
32704.027344 2311.134521 193.614563 -1.742579 -19.053995 -21.807125
39495.792969 2655.822754 186.925690 8.437243 -19.746426 -22.569983
39365.195312 2415.644287 261.612030 22.267735 -19.613003 -22.698118
51062.132812 3163.983398 122.910316 -2.051536 -19.465315 -22.381344
46089.449219 2998.022949 188.303284 59.074276 -19.218185 -22.394812
41595.375000 2877.900391 318.170288 33.979012 -19.924259 -22.428389
36958.179688 2418.241943 314.748322 -27.821497 -19.640316 -22.151857
43990.308594 2984.138672 100.169899 -53.891575 -19.994688 -22.705425
51413.867188 3310.090820 345.577179 -46.975506 -19.955935 -22.639952
37425.843750 2387.014648 75.521576 -15.032104 -19.098829 -22.228336
46271.863281 3147.940918 311.379364 -44.393818 -20.164165 -22.884747
41177.300781 2795.239014 141.497665 -19.539019 -19.294016 -21.755117
40181.023438 2806.383545 214.843781 40.635479 -19.318319 -22.479410
34564.402344 2192.819336 292.557800 44.116371 -18.568304 -21.196671
38139.921875 2372.154297 102.794434 -7.200242 -19.634977 -22.236557
49677.851562 3174.459961 308.415222 -33.586586 -19.392328 -22.301327
26642.417969 1836.147705 93.176231 33.675941 -18.750595 -21.683571
42414.750000 2888.786377 345.394989 -9.475057 -20.214556 -22.810833
43009.785156 2972.074463 301.200897 51.051655 -19.899405 -22.585712
44986.808594 2974.950195 169.776718 -72.976585 -20.079250 -22.805063
33976.171875 2160.907227 99.299072 2.763795 -19.474796 -22.176167
50126.781250 3224.777588 321.923859 -31.885759 -19.652861 -22.466537
30674.244141 2108.394531 315.604797 51.405888 -19.471254 -22.003658
33920.589844 2383.702881 359.437317 50.981182 -18.888958 -21.500227
44695.195312 2831.648193 271.544678 14.484850 -18.436954 -21.314804
42227.851562 3081.122559 205.090179 15.070224 -19.572418 -22.320024
43931.656250 3125.724854 38.089485 45.876122 -19.574821 -22.271427
37160.546875 2551.528320 54.528492 57.593067 -19.075790 -21.790173
27539.275391 1885.171875 246.744400 5.623943 -20.077286 -22.887526
48206.968750 3193.771729 299.725769 0.435964 -20.115128 -22.764299
34744.105469 2446.299805 178.016129 -32.354668 -18.692354 -21.867554
48831.398438 3231.202148 170.026382 58.128006 -19.747671 -22.399391
44606.363281 2954.305176 49.843624 -1.006927 -18.954481 -22.188356
47852.882812 3413.417969 49.865479 53.625973 -19.712626 -22.567146
46605.886719 3187.732666 218.535599 -36.926384 -20.176016 -22.798004
42464.113281 2793.677979 80.889381 22.850718 -19.378471 -21.963970
32209.162109 1991.001465 132.712433 -37.688797 -20.154406 -22.832939
41592.777344 2893.158691 127.633812 52.264820 -19.107746 -22.094419
41623.464844 2733.702148 244.976791 -61.442200 -18.067141 -21.349789
46267.589844 3293.164551 109.833260 -50.443012 -19.851234 -22.169682
48202.632812 3170.796143 251.258301 6.419278 -18.992170 -21.818689
