# d_radial[Mpc] v_radial[km/s] ra deg MAG_B MAG_K
29905.121094 2234.819336 219.221329 -12.108354 -20.199913 -22.859474
48574.234375 3017.200439 279.697693 -26.589071 -19.894238 -22.690063
46365.046875 3076.686279 102.292175 57.488579 -20.410931 -22.579693
44992.816406 2719.575928 247.679535 24.428867 -20.284388 -22.902309
27447.564453 1985.255737 356.923157 40.715267 -19.254465 -22.362919
40440.765625 2726.122314 302.381866 -45.105209 -20.216610 -22.718859
51744.789062 3290.093506 253.422195 0.245142 -19.763563 -22.366787
37940.621094 2637.391602 187.573105 13.197100 -19.727388 -22.394609
29014.324219 2137.122803 255.337234 13.897678 -19.064034 -21.926908
53477.218750 3412.891357 224.414398 39.197487 -20.051105 -22.543591
38343.773438 2511.898193 300.430023 -44.557358 -18.397099 -21.544443
15238.914062 992.800598 111.667961 42.937405 -19.761484 -22.291660
48275.531250 2995.769287 124.193962 -3.151654 -18.856514 -21.420206
48358.160156 3339.372070 221.321594 -63.755421 -18.572784 -21.235403
43754.007812 2777.520264 235.672470 25.871157 -19.143127 -21.879932
27533.537109 1714.550659 332.587128 -7.464795 -19.290234 -22.005438
42536.195312 2950.016113 129.147156 51.456631 -19.868843 -22.753042
28309.767578 1887.486694 94.092575 -19.588564 -18.846607 -21.867529
46670.500000 3171.259521 170.520493 30.781782 -19.340185 -22.382999
27195.390625 1657.409668 167.698486 -68.955597 -20.396641 -23.184574
32776.351562 2264.066895 233.449844 -10.114573 -19.143353 -22.109287
26453.320312 1755.503784 96.865463 35.969334 -19.360823 -22.099262
38856.718750 2717.033203 157.437515 -50.035755 -19.667204 -22.375847
35490.183594 2241.674072 114.616959 53.156975 -19.561890 -22.468271
37406.734375 2575.677246 322.290100 32.820282 -20.020025 -22.626062
36065.105469 2627.799072 179.460037 -33.195641 -18.831711 -21.607397
48644.738281 3068.225830 272.943542 -14.583088 -19.195051 -22.017227
50150.312500 3475.474854 71.524559 36.695133 -19.300844 -22.018770
46561.324219 3405.757812 351.555786 35.397575 -19.404869 -22.461258
31475.037109 2246.057617 230.535599 -12.979381 -20.060289 -22.657066
16948.708984 998.305664 354.293304 -53.526039 -20.134695 -22.777901
47500.285156 3220.802734 264.391266 63.110485 -20.299089 -22.810055
51709.500000 3479.058105 117.790977 32.485149 -19.833570 -22.332266
37475.230469 2335.691895 288.894379 -37.160263 -20.299561 -22.714773
42669.902344 2678.617676 269.146698 -17.465721 -19.551743 -22.641859
32132.931641 2341.917725 245.752274 21.964590 -19.747698 -22.507566
5654.349121 182.433273 317.606415 0.056117 -19.536427 -22.247734
23635.734375 1474.591675 229.431595 -8.207620 -19.863615 -22.536350
46792.636719 3161.888428 92.122589 51.251221 -18.381332 -21.049076
31088.812500 1832.148193 79.782654 23.000046 -20.114956 -22.925688
40885.285156 2842.810059 333.204407 20.970217 -19.284458 -22.196989
26695.640625 1810.356445 69.480927 80.176208 -19.304920 -21.992556
41636.832031 2781.345215 177.951569 1.031242 -20.021273 -22.792583
50596.906250 3314.247803 128.507523 -10.735780 -20.027485 -22.657499
26749.476562 1699.155518 189.400146 14.914346 -19.458185 -22.138653
45397.179688 3336.384033 307.399384 -51.836578 -19.760790 -22.875164
40754.468750 3069.758301 3.837676 59.173683 -19.944992 -22.580471
27148.148438 1706.738281 66.236893 -22.979925 -19.437542 -21.862318
40075.171875 2730.927246 292.178986 46.269825 -20.027206 -22.683170
45264.117188 3133.355957 285.540955 70.790726 -19.465309 -22.185337
36413.167969 2256.291748 106.888168 -5.571187 -19.458710 -22.466671
33861.957031 2430.940430 231.849289 28.783556 -20.057570 -22.899248
35628.703125 2256.148193 228.276825 33.328674 -19.651461 -22.667694
22371.527344 1499.227539 299.415344 81.245811 -20.040493 -22.445227
36429.484375 2453.621582 182.015869 28.111950 -20.164375 -22.568758
10428.494141 568.464233 65.374481 -26.392607 -19.531235 -22.490370
40630.859375 2754.321045 283.920013 44.193886 -18.600931 -21.578058
46756.902344 3423.949951 359.397034 -6.977700 -19.784113 -22.367367
34453.101562 2284.052002 167.255539 -54.822830 -19.823515 -22.925327
49780.835938 3252.958740 333.415619 -11.323476 -20.093887 -23.069489
44211.613281 3097.273438 325.078613 53.846630 -19.375021 -22.240305
38661.253906 2771.493164 359.591217 52.037228 -18.854420 -21.870670
45227.476562 3118.368164 268.674866 -51.079887 -20.124838 -22.584616
39304.914062 2569.325439 182.017517 10.508915 -19.564617 -22.542292
28070.656250 1760.724121 280.223053 9.006621 -19.926846 -22.568539
38309.109375 2629.911133 264.636597 -30.328915 -20.330336 -23.078705
43670.046875 2634.331055 250.056442 26.474323 -20.046885 -22.429676
47311.906250 3218.660645 45.524010 -47.310184 -20.117573 -22.802841
42703.445312 2918.763672 158.364288 -9.770066 -18.148180 -21.130917
30723.898438 2096.081299 66.191383 10.695946 -19.433067 -22.539394
28543.537109 1632.286011 54.747501 33.463543 -20.028395 -22.696674
45108.125000 3067.316895 46.897469 -46.668201 -19.796869 -22.348999
31177.152344 2117.891602 296.756683 -45.135658 -18.965801 -21.757782
26558.376953 1683.817383 121.156624 48.635338 -18.796925 -21.808876
43078.816406 3098.901855 358.838684 67.141075 -20.101038 -22.889654
39575.085938 2785.866455 243.405746 -58.744740 -20.052425 -22.711594
44409.562500 2794.062012 95.860214 -3.241533 -19.883900 -22.810274
42852.878906 3079.784668 69.313110 -64.918343 -19.035789 -21.462856
40640.816406 2891.288086 42.651489 -18.373775 -18.518923 -21.655518
35896.328125 2187.093506 216.406342 44.972477 -19.462112 -22.204021
27602.783203 1861.333130 264.030243 3.337879 -19.875904 -22.489063
48033.203125 2938.812988 285.098145 -21.439137 -19.941725 -22.762094
46848.539062 3305.546387 78.043541 -65.071594 -19.956049 -22.697271
33451.375000 2302.748047 15.454622 42.147831 -18.869822 -21.579185
48891.941406 3462.067871 116.716942 -53.185402 -20.215981 -22.892895
37363.597656 2657.382324 204.310501 33.047329 -19.704826 -22.474611
31004.228516 1970.668335 291.752502 -3.567572 -19.713568 -22.457304
34275.011719 2262.962402 192.154541 30.350218 -19.381351 -21.835266
49186.671875 3041.537842 159.711487 28.727009 -19.565327 -22.053072
26066.011719 1845.213013 91.678909 26.812193 -20.123222 -22.784842
31770.859375 2274.592773 235.985733 -39.572521 -19.855177 -22.167341
35112.187500 2358.815918 263.888245 18.394764 -20.281607 -22.918108
38482.085938 2746.818359 149.328796 -23.570059 -20.018604 -22.581139
40753.210938 2924.507812 180.587173 26.554155 -19.465345 -22.362623
17404.275391 1126.529907 326.127106 43.830875 -19.151756 -21.982075
45003.390625 3302.294678 344.955261 63.435692 -19.856203 -22.778742
21186.228516 1308.989990 225.727600 -12.554058 -19.296480 -21.666183
46408.269531 3280.906006 159.943924 15.092976 -19.277306 -22.054758
50311.328125 3334.323730 297.341187 2.873317 -20.096878 -22.594612
47005.570312 3050.740479 277.951660 9.859460 -19.157549 -22.025949
32534.027344 2152.310791 325.313141 -55.560589 -19.688885 -22.535431
49160.195312 3392.717285 233.018723 -18.767262 -19.925398 -22.380995
27358.148438 1728.468018 327.373627 -15.782934 -20.103245 -22.729490
36900.550781 2467.819824 179.205231 -66.099571 -18.385927 -21.068590
30741.158203 2021.370239 327.795197 -41.842495 -18.483271 -21.263302
30934.853516 2020.661011 327.910370 -41.982826 -18.121323 -21.008286
47630.863281 2993.196289 259.414276 -20.828012 -19.754519 -22.677723
38624.718750 2793.550049 41.550430 12.387620 -19.628902 -22.199343
35281.703125 2440.400391 342.862762 12.513015 -18.553394 -21.343431
35169.964844 2507.322998 342.429291 12.658751 -18.463764 -21.281532
25490.789062 1513.181030 152.278915 -22.435743 -18.564070 -21.088276
48549.476562 3382.937500 296.315948 40.899372 -19.937326 -22.314091
32680.623047 2162.071777 53.749397 31.803661 -19.218750 -22.108809
42339.718750 3177.080078 32.652489 18.230478 -19.377333 -22.118933
52434.460938 3490.136475 109.335274 -29.507051 -18.961706 -21.946526
31000.125000 2047.363281 47.937096 -37.188007 -19.989859 -22.662970
35399.402344 2286.624512 105.302895 -56.802876 -20.028101 -22.526983
33968.394531 1949.300049 252.969696 22.222504 -18.587523 -21.462797
42298.812500 2968.370117 236.632553 27.953423 -20.024994 -22.905432
36051.746094 2223.806641 264.184387 -31.830818 -19.356604 -22.345612
34950.335938 2567.911133 167.094437 -61.022171 -19.853628 -22.601921
41901.562500 2814.568604 238.031311 25.964861 -19.954514 -22.878073
37195.195312 2547.960205 189.375000 14.655038 -19.803284 -22.442755
41139.597656 2922.180664 119.952568 54.266647 -19.919346 -22.733366
49598.238281 3056.708984 225.738068 46.442200 -19.625893 -22.337427
34562.738281 2282.013428 190.666351 30.172571 -19.769087 -22.092712
49543.835938 3471.604004 230.284836 -20.544271 -19.224163 -22.212944
26503.062500 1663.878906 61.810532 -39.229195 -18.813723 -21.563469
35232.113281 2224.541748 112.214508 -21.513449 -19.873966 -23.114056
43997.683594 3102.920654 295.824768 -49.481079 -20.179567 -22.752487
51041.777344 3497.145020 172.515671 -80.995117 -19.279179 -22.175310
45136.582031 2790.369141 107.361282 -4.836252 -18.977253 -22.385830
49104.859375 3172.473389 347.357666 -43.029747 -20.315722 -22.915092
46414.125000 3131.459229 76.977310 -32.583641 -18.827131 -21.588364
41430.554688 2820.630859 244.555588 -68.290314 -19.714699 -22.345228
44582.171875 3193.897949 160.420349 7.482465 -19.296289 -22.271286
46227.574219 3445.475586 211.656418 37.055809 -19.765726 -22.389824
49356.605469 3196.112793 260.060120 27.756050 -19.053202 -21.821808
29786.421875 2095.538330 83.330368 17.456289 -19.980604 -22.729563
21960.015625 1401.651733 170.631363 -29.014471 -19.211452 -22.203781
19782.308594 1283.800537 89.386772 -42.115223 -19.532331 -22.296825
29745.216797 2140.061768 254.252518 6.366194 -19.199278 -21.659803
20089.544922 1308.052490 268.345215 -39.874485 -19.347910 -22.027922
39671.699219 2724.449463 47.670547 7.235690 -19.215260 -21.819777
41769.226562 2895.214844 4.195213 -19.784973 -19.386133 -21.920340
47029.058594 3290.223633 110.096634 -49.001122 -18.955536 -21.557552
48076.589844 3188.248535 310.318481 -3.495554 -19.703869 -22.083063
40674.539062 2750.046875 303.928223 41.025089 -20.012276 -22.778339
41554.511719 2982.022705 340.137970 51.042965 -19.588123 -22.534327
45183.320312 3219.405518 190.272263 -18.383003 -19.123436 -22.189674
35515.152344 2266.811035 86.276474 -23.519789 -19.467377 -22.100201
48764.757812 3207.819824 216.605713 42.413433 -19.388641 -22.073145
24734.638672 1733.312988 290.331390 -76.800209 -19.823721 -22.392065
47037.660156 3384.449707 131.532837 -42.138844 -19.791092 -22.407156
15730.893555 999.568420 45.305607 63.624477 -19.158268 -22.368971
19762.636719 1212.821777 341.453430 -36.637196 -20.048973 -22.877705
45549.156250 3181.041748 195.551758 -66.048523 -19.712709 -23.044554
48131.914062 3463.845703 343.429840 59.706341 -19.442564 -21.989445
53037.214844 3334.196045 125.845108 1.983767 -19.810921 -22.723179
43136.617188 2639.433350 228.278275 37.863541 -19.630327 -22.447424
50575.773438 3387.975830 183.041504 74.799873 -19.681803 -22.569172
38024.878906 2375.158691 105.662064 11.610952 -19.589417 -22.541637
44174.351562 2934.724854 50.044365 -0.831917 -19.980509 -22.758562
42293.578125 2886.102295 187.398041 36.651619 -18.834343 -21.681358
40932.171875 2931.900146 226.886169 -20.522709 -19.654156 -22.288673
18376.968750 1071.068115 290.241608 3.803882 -19.874044 -22.589951
39122.527344 2748.378174 151.988800 -18.545172 -19.615374 -22.071861
34049.648438 2249.508789 156.422180 -10.618963 -19.254116 -22.276550
30929.480469 2057.642334 119.526253 -25.962921 -19.576113 -22.131809
33099.632812 2468.882812 223.496094 -6.007137 -19.365429 -22.000738
45245.082031 3061.179932 270.676208 41.945004 -19.239902 -22.243183
44137.476562 2855.325684 216.179962 43.496361 -19.038620 -21.585611
41750.003906 2588.728027 270.439270 -18.475538 -19.074430 -21.359135
48380.863281 3095.643555 267.753235 -27.343588 -19.909952 -22.649435
41379.003906 2785.103027 210.954758 -52.846161 -19.308760 -22.159649
48037.480469 3371.944824 303.308960 54.337444 -19.786823 -22.379463
27441.345703 1806.903564 267.685699 -2.753953 -19.296436 -21.994074
48261.531250 3196.041748 169.069748 27.939796 -19.567869 -22.207378
52172.414062 3358.455566 161.592255 26.961098 -20.127947 -22.534599
37287.714844 2727.137207 242.287720 1.540337 -18.580921 -21.277128
43582.917969 2583.886963 125.258041 -25.605196 -18.716101 -21.751869
40429.828125 2999.295166 329.671783 -69.089882 -18.590405 -21.432858
19378.736328 1202.398682 158.618027 39.105400 -19.653048 -22.376507
43449.539062 3197.118164 33.066936 -6.709028 -19.385801 -22.382931
49386.285156 3411.172363 194.082199 -28.411844 -19.546228 -22.117594
40402.113281 2917.060791 244.456726 -18.201708 -18.704527 -22.023933
42332.285156 2885.023193 167.667801 -61.206516 -19.876085 -22.589668
21348.146484 1406.112427 128.716080 7.969123 -19.356899 -22.067984
49857.667969 3133.731201 305.029785 -35.921978 -19.333942 -21.943207
50805.277344 3294.101074 284.176300 -11.755581 -19.482893 -22.142199
38133.996094 2595.519775 188.653244 -2.525899 -20.285280 -22.954588
45361.550781 3374.784912 258.590729 -29.871181 -19.891163 -22.683432
9472.620117 419.776978 69.991737 6.041971 -19.112062 -21.803410
36947.808594 2705.296143 17.831270 31.161760 -19.464045 -22.110548
43442.222656 2837.737305 311.087769 -23.406900 -19.760090 -22.110178
48104.425781 3351.163330 51.930496 -5.754468 -20.248234 -22.904158
52878.929688 3302.034912 102.676559 -3.342694 -19.876444 -22.511019
35616.464844 2263.461914 321.827545 -7.492792 -19.965944 -22.326849
37095.925781 2731.204834 238.405334 -34.170143 -19.567591 -22.365032
30051.234375 1974.993896 160.473709 -16.567619 -19.270697 -22.575508
36832.890625 2455.718506 55.832943 3.338269 -18.821768 -21.432632
36794.812500 2585.100098 55.722107 3.326493 -18.521444 -21.318211
25613.546875 1885.223633 89.531265 25.119871 -19.881918 -22.405888
15719.196289 858.419678 17.259668 -46.834774 -19.614187 -22.184996
47785.601562 3218.925293 105.383850 61.704048 -19.414318 -22.345119
33501.023438 2111.183350 257.613037 -31.396378 -20.025314 -22.630127
45170.050781 3027.291748 191.303467 46.208702 -19.382898 -22.056057
45693.136719 3045.254883 177.099091 -64.752449 -19.425529 -22.452911
44805.085938 3324.028809 0.991698 7.033606 -19.193264 -21.496981
36867.031250 2629.165527 342.439606 -62.412003 -20.008257 -22.558041
26039.234375 2044.626343 86.288231 16.331213 -18.904314 -21.251709
35215.050781 2693.727539 241.412857 8.193167 -20.071159 -22.510670
42705.863281 3025.236816 318.857788 -55.911877 -19.611082 -22.473278
34255.160156 2321.712158 143.399277 81.999405 -19.294106 -22.277996
40689.378906 2945.952637 201.632278 40.768013 -18.885624 -21.953459
37103.109375 2374.173584 157.458221 -50.203781 -19.417431 -22.063915
51925.804688 3178.648682 227.271790 41.036106 -19.926966 -22.680634
30863.109375 1833.397705 171.399673 -22.283648 -18.559820 -21.057402
48312.804688 3033.630127 121.188972 12.305555 -19.675213 -22.693699
50515.003906 3247.254639 122.365753 -20.244249 -18.282721 -21.070219
32830.410156 2144.608643 45.718681 34.145279 -19.956772 -22.745813
47488.054688 3254.749268 274.451935 -49.506184 -19.735638 -22.493502
41557.640625 3315.086670 144.565598 -49.799789 -19.782875 -22.815359
47778.492188 3447.224121 247.015961 -57.101315 -18.883482 -21.608006
53767.324219 3447.141357 244.367523 19.460526 -19.765390 -22.666512
19450.853516 1169.060303 173.267532 18.473223 -19.555374 -22.212404
27029.160156 1737.787598 175.474182 32.320107 -19.961578 -22.610401
34733.855469 2314.707520 33.300304 45.491810 -20.011570 -22.448269
31257.376953 2124.621582 48.632298 -70.427696 -19.264448 -21.995100
24784.335938 1627.865845 174.929382 -23.967262 -18.783501 -21.804955
27418.937500 1796.030762 158.491730 -54.707073 -19.840282 -22.443420
30484.789062 1949.338379 293.770294 -45.333008 -19.823790 -22.648680
6888.223145 335.718964 54.287769 30.285126 -19.540083 -22.303736
47726.785156 3308.765381 98.689987 -53.077267 -19.398254 -22.081179
37228.687500 2405.443604 171.410370 -3.769445 -19.794964 -22.311771
23878.574219 1543.104980 230.929291 -28.583214 -19.569365 -22.575043
34180.371094 2364.266846 56.739929 -3.817181 -18.582092 -21.492432
30386.599609 1831.729980 339.474884 -27.724728 -19.348562 -21.769592
40369.011719 2804.534668 344.808380 0.750371 -19.947914 -22.447847
42724.777344 2929.784180 226.855927 -50.188370 -19.448963 -22.513485
37520.351562 2375.360840 248.341873 20.695185 -19.596006 -22.666676
51847.433594 3462.892822 243.623169 9.313174 -19.458406 -22.054264
33663.148438 2166.047119 316.030579 -45.248341 -19.294188 -22.376245
40247.003906 2677.999023 306.803558 -13.873268 -19.487076 -22.229361
42644.726562 2906.120361 184.012344 -41.018131 -18.134480 -21.554289
25114.720703 1621.629883 183.474564 -1.909857 -19.843536 -22.432138
49445.035156 3212.819092 261.529938 -20.063181 -18.849272 -21.833136
38694.656250 2472.400391 118.157310 -49.906967 -18.616041 -21.096407
47099.960938 3181.246338 102.546249 58.152222 -19.558121 -22.294403
33226.242188 1942.339600 337.715332 -27.397793 -19.176888 -22.485792
36209.355469 2444.608154 40.129890 -32.535557 -19.656652 -22.248520
43287.996094 2744.683350 335.710297 -44.398746 -19.443453 -22.101471
43372.222656 3316.724365 184.735291 4.595645 -19.841299 -22.658358
22160.728516 1220.200439 151.489624 -13.707485 -19.851891 -22.473730
20675.417969 1327.827515 173.727234 -32.267101 -19.945581 -22.669527
46475.343750 3132.682617 226.101624 -62.660786 -19.631842 -22.511080
