 log10_L ,        log10_M
11.89772 , 11037781.54609
11.89872 , 11038245.39767
11.89972 , 11038709.22976
11.90072 , 11039173.04236
11.90172 , 11039636.83547
11.90272 , 11040100.60910
11.90372 , 11040564.36325
11.90472 , 11041028.09792
11.90572 , 11041491.81312
11.90672 , 11041955.50884
11.90772 , 11042419.18509
11.90872 , 11042882.84186
11.90972 , 11043346.47918
11.91072 , 11043810.09702
11.91172 , 11044273.69541
11.91272 , 11044737.27434
11.91372 , 11045200.83381
11.91472 , 11045664.37382
11.91572 , 11046127.89439
11.91672 , 11046591.39550
11.91772 , 11047054.87717
11.91872 , 11047518.33939
11.91972 , 11047981.78217
11.92072 , 11048445.20551
11.92172 , 11048908.60941
11.92272 , 11049371.99388
11.92372 , 11049835.35892
11.92472 , 11050298.70452
11.92572 , 11050762.03070
11.92672 , 11051225.33745
11.92772 , 11051688.62478
11.92872 , 11052151.89269
11.92972 , 11052615.14118
11.93072 , 11053078.37026
11.93172 , 11053541.57993
11.93272 , 11054004.77018
11.93372 , 11054467.94102
11.93472 , 11054931.09246
11.93572 , 11055394.22450
11.93672 , 11055857.33714
11.93772 , 11056320.43038
11.93872 , 11056783.50422
11.93972 , 11057246.55867
11.94072 , 11057709.59372
11.94172 , 11058172.60939
11.94272 , 11058635.60568
11.94372 , 11059098.58258
11.94472 , 11059561.54009
11.94572 , 11060024.47823
11.94672 , 11060487.39700
11.94772 , 11060950.29639
11.94872 , 11061413.17640
11.94972 , 11061876.03705
11.95072 , 11062338.87834
11.95172 , 11062801.70025
11.95272 , 11063264.50281
11.95372 , 11063727.28601
11.95472 , 11064190.04985
11.95572 , 11064652.79433
11.95672 , 11065115.51947
11.95772 , 11065578.22525
11.95872 , 11066040.91169
11.95972 , 11066503.57878
11.96072 , 11066966.22653
11.96172 , 11067428.85494
11.96272 , 11067891.46401
11.96372 , 11068354.05375
11.96472 , 11068816.62415
11.96572 , 11069279.17523
11.96672 , 11069741.70697
11.96772 , 11070204.21940
11.96872 , 11070666.71249
11.96972 , 11071129.18627
11.97072 , 11071591.64073
11.97172 , 11072054.07588
11.97272 , 11072516.49171
11.97372 , 11072978.88823
11.97472 , 11073441.26544
11.97572 , 11073903.62335
11.97672 , 11074365.96195
11.97772 , 11074828.28125
11.97872 , 11075290.58125
11.97972 , 11075752.86196
11.98072 , 11076215.12337
11.98172 , 11076677.36549
11.98272 , 11077139.58832
11.98372 , 11077601.79187
11.98472 , 11078063.97613
11.98572 , 11078526.14110
11.98672 , 11078988.28680
11.98772 , 11079450.41323
11.98872 , 11079912.52037
11.98972 , 11080374.60825
11.99072 , 11080836.67686
11.99172 , 11081298.72619
11.99272 , 11081760.75627
11.99372 , 11082222.76708
11.99472 , 11082684.75863
11.99572 , 11083146.73092
11.99672 , 11083608.68396
11.99772 , 11084070.61774
11.99872 , 11084532.53228
11.99972 , 11084994.42756
