 log10_L ,        log10_M
 9.85408 ,       11.52698
 9.85508 ,       11.52771
 9.85608 ,       11.52843
 9.85708 ,       11.52916
 9.85808 ,       11.52988
 9.85908 ,       11.53061
 9.86008 ,       11.53134
 9.86108 ,       11.53206
 9.86208 ,       11.53279
 9.86308 ,       11.53352
 9.86408 ,       11.53425
 9.86508 ,       11.53497
 9.86608 ,       11.53570
 9.86708 ,       11.53643
 9.86808 ,       11.53716
 9.86908 ,       11.53789
 9.87008 ,       11.53862
 9.87108 ,       11.53935
 9.87208 ,       11.54008
 9.87308 ,       11.54081
 9.87408 ,       11.54154
 9.87508 ,       11.54227
 9.87608 ,       11.54300
 9.87708 ,       11.54373
 9.87808 ,       11.54446
 9.87908 ,       11.54520
 9.88008 ,       11.54593
 9.88108 ,       11.54666
 9.88208 ,       11.54739
 9.88308 ,       11.54813
 9.88408 ,       11.54886
 9.88508 ,       11.54960
 9.88608 ,       11.55033
 9.88708 ,       11.55106
 9.88808 ,       11.55180
 9.88908 ,       11.55253
 9.89008 ,       11.55327
 9.89108 ,       11.55400
 9.89208 ,       11.55474
 9.89308 ,       11.55548
 9.89408 ,       11.55621
 9.89508 ,       11.55695
 9.89608 ,       11.55769
 9.89708 ,       11.55843
 9.89808 ,       11.55916
 9.89908 ,       11.55990
 9.90008 ,       11.56064
 9.90108 ,       11.56138
 9.90208 ,       11.56212
 9.90308 ,       11.56286
 9.90408 ,       11.56360
 9.90508 ,       11.56434
 9.90608 ,       11.56508
 9.90708 ,       11.56582
 9.90808 ,       11.56656
 9.90908 ,       11.56730
 9.91008 ,       11.56804
 9.91108 ,       11.56878
 9.91208 ,       11.56952
 9.91308 ,       11.57027
 9.91408 ,       11.57101
 9.91508 ,       11.57175
 9.91608 ,       11.57250
 9.91708 ,       11.57324
 9.91808 ,       11.57398
 9.91908 ,       11.57473
 9.92008 ,       11.57547
 9.92108 ,       11.57622
 9.92208 ,       11.57696
 9.92308 ,       11.57771
 9.92408 ,       11.57845
 9.92508 ,       11.57920
 9.92608 ,       11.57995
 9.92708 ,       11.58069
 9.92808 ,       11.58144
 9.92908 ,       11.58219
 9.93008 ,       11.58293
 9.93108 ,       11.58368
 9.93208 ,       11.58443
 9.93308 ,       11.58518
 9.93408 ,       11.58593
 9.93508 ,       11.58668
 9.93608 ,       11.58743
 9.93708 ,       11.58818
 9.93800 ,       11.58924
 9.93900 ,       11.58999
 9.94000 ,       11.59074
 9.94100 ,       11.59149
 9.94200 ,       11.59225
 9.94300 ,       11.59300
 9.94400 ,       11.59375
 9.94500 ,       11.59450
 9.94600 ,       11.59526
 9.94700 ,       11.59601
 9.94800 ,       11.59677
 9.94900 ,       11.59752
 9.95000 ,       11.59828
 9.95100 ,       11.59903
 9.95200 ,       11.59979
 9.95300 ,       11.60054
 9.95400 ,       11.60130
 9.95500 ,       11.60206
 9.95600 ,       11.60282
 9.95700 ,       11.60357
 9.95800 ,       11.60433
 9.95900 ,       11.60509
 9.96000 ,       11.60585
 9.96100 ,       11.60661
 9.96200 ,       11.60737
 9.96300 ,       11.60813
 9.96400 ,       11.60889
 9.96500 ,       11.60966
 9.96600 ,       11.61042
 9.96700 ,       11.61118
 9.96800 ,       11.61194
 9.96900 ,       11.61271
 9.97000 ,       11.61347
 9.97100 ,       11.61423
 9.97200 ,       11.61500
 9.97300 ,       11.61576
 9.97400 ,       11.61653
 9.97500 ,       11.61730
 9.97600 ,       11.61806
 9.97700 ,       11.61883
 9.97800 ,       11.61960
 9.97900 ,       11.62036
 9.98000 ,       11.62113
 9.98100 ,       11.62190
 9.98200 ,       11.62267
 9.98300 ,       11.62344
 9.98400 ,       11.62421
 9.98500 ,       11.62498
 9.98600 ,       11.62575
 9.98700 ,       11.62652
 9.98800 ,       11.62729
 9.98900 ,       11.62807
 9.99000 ,       11.62884
 9.99100 ,       11.62961
 9.99200 ,       11.63039
 9.99300 ,       11.63116
 9.99400 ,       11.63193
 9.99500 ,       11.63271
 9.99600 ,       11.63348
 9.99700 ,       11.63426
 9.99800 ,       11.63504
 9.99900 ,       11.63581
10.00000 ,       11.63659
10.00100 ,       11.63737
10.00200 ,       11.63814
10.00300 ,       11.63892
10.00400 ,       11.63970
10.00500 ,       11.64048
10.00600 ,       11.64126
10.00700 ,       11.64204
10.00800 ,       11.64282
10.00900 ,       11.64360
10.01000 ,       11.64438
10.01100 ,       11.64517
10.01200 ,       11.64595
10.01300 ,       11.64673
10.01400 ,       11.64751
10.01500 ,       11.64830
10.01600 ,       11.64908
10.01700 ,       11.64987
10.01800 ,       11.65065
10.01900 ,       11.65144
10.02000 ,       11.65222
10.02100 ,       11.65301
10.02200 ,       11.65380
10.02300 ,       11.65458
10.02400 ,       11.65537
10.02500 ,       11.65616
10.02600 ,       11.65695
10.02700 ,       11.65774
10.02800 ,       11.65853
10.02900 ,       11.65932
10.03000 ,       11.66011
10.03100 ,       11.66090
10.03200 ,       11.66169
10.03300 ,       11.66248
10.03400 ,       11.66327
10.03500 ,       11.66407
10.03600 ,       11.66486
10.03700 ,       11.66565
10.03800 ,       11.66645
10.03900 ,       11.66724
10.04000 ,       11.66804
10.04100 ,       11.66883
10.04200 ,       11.66963
10.04300 ,       11.67042
10.04400 ,       11.67122
10.04500 ,       11.67202
10.04600 ,       11.67282
10.04700 ,       11.67361
10.04800 ,       11.67441
10.04900 ,       11.67521
10.05000 ,       11.67601
10.05100 ,       11.67681
10.05200 ,       11.67761
10.05300 ,       11.67841
10.05400 ,       11.67922
10.05500 ,       11.68002
10.05600 ,       11.68082
10.05700 ,       11.68162
10.05800 ,       11.68243
10.05900 ,       11.68323
10.06000 ,       11.68403
10.06100 ,       11.68484
10.06200 ,       11.68564
10.06300 ,       11.68645
10.06400 ,       11.68725
10.06500 ,       11.68806
10.06600 ,       11.68887
10.06700 ,       11.68968
10.06800 ,       11.69048
10.06900 ,       11.69129
10.07000 ,       11.69210
10.07100 ,       11.69291
10.07200 ,       11.69372
10.07300 ,       11.69453
10.07400 ,       11.69534
10.07500 ,       11.69615
10.07600 ,       11.69696
10.07700 ,       11.69777
10.07800 ,       11.69859
10.07900 ,       11.69940
10.08000 ,       11.70021
10.08100 ,       11.70103
10.08200 ,       11.70184
10.08300 ,       11.70266
10.08400 ,       11.70347
10.08500 ,       11.70429
10.08600 ,       11.70510
10.08700 ,       11.70592
10.08800 ,       11.70674
10.08900 ,       11.70756
10.09000 ,       11.70837
10.09100 ,       11.70919
10.09200 ,       11.71001
10.09300 ,       11.71083
10.09400 ,       11.71165
10.09500 ,       11.71247
10.09600 ,       11.71329
10.09700 ,       11.71411
10.09800 ,       11.71494
10.09900 ,       11.71576
10.10000 ,       11.71658
10.10100 ,       11.71740
10.10200 ,       11.71823
10.10300 ,       11.71905
10.10400 ,       11.71988
10.10500 ,       11.72070
10.10600 ,       11.72153
10.10700 ,       11.72235
10.10800 ,       11.72318
10.10900 ,       11.72401
10.11000 ,       11.72484
10.11100 ,       11.72566
10.11200 ,       11.72649
10.11300 ,       11.72732
10.11400 ,       11.72815
10.11500 ,       11.72898
10.11600 ,       11.72981
10.11700 ,       11.73064
10.11800 ,       11.73147
10.11900 ,       11.73231
10.12000 ,       11.73314
10.12100 ,       11.73397
10.12200 ,       11.73480
10.12300 ,       11.73564
10.12400 ,       11.73647
10.12500 ,       11.73731
10.12600 ,       11.73814
10.12700 ,       11.73898
10.12800 ,       11.73981
10.12900 ,       11.74065
10.13000 ,       11.74149
10.13100 ,       11.74233
10.13200 ,       11.74316
10.13300 ,       11.74400
10.13400 ,       11.74484
10.13500 ,       11.74568
10.13600 ,       11.74652
10.13700 ,       11.74736
10.13800 ,       11.74820
10.13900 ,       11.74905
10.14000 ,       11.74989
10.14100 ,       11.75073
10.14200 ,       11.75157
10.14300 ,       11.75242
10.14400 ,       11.75326
10.14500 ,       11.75411
10.14600 ,       11.75495
10.14700 ,       11.75580
10.14800 ,       11.75664
10.14900 ,       11.75749
10.15000 ,       11.75834
10.15100 ,       11.75918
10.15200 ,       11.76003
10.15300 ,       11.76088
10.15400 ,       11.76173
10.15500 ,       11.76258
10.15600 ,       11.76343
10.15700 ,       11.76428
10.15800 ,       11.76513
10.15900 ,       11.76598
10.16000 ,       11.76683
10.16100 ,       11.76768
10.16200 ,       11.76854
10.16300 ,       11.76939
10.16400 ,       11.77024
10.16500 ,       11.77110
10.16600 ,       11.77195
10.16700 ,       11.77281
10.16800 ,       11.77367
10.16900 ,       11.77452
10.17000 ,       11.77538
10.17100 ,       11.77624
10.17200 ,       11.77709
10.17300 ,       11.77795
10.17400 ,       11.77881
10.17500 ,       11.77967
10.17600 ,       11.78053
10.17700 ,       11.78139
10.17800 ,       11.78225
10.17900 ,       11.78311
10.18000 ,       11.78397
10.18100 ,       11.78484
10.18200 ,       11.78570
10.18300 ,       11.78656
10.18400 ,       11.78743
10.18500 ,       11.78829
10.18600 ,       11.78916
10.18700 ,       11.79002
10.18800 ,       11.79089
10.18900 ,       11.79175
10.19000 ,       11.79262
10.19100 ,       11.79349
10.19200 ,       11.79436
10.19300 ,       11.79522
10.19400 ,       11.79609
10.19500 ,       11.79696
10.19600 ,       11.79783
10.19700 ,       11.79870
10.19800 ,       11.79957
10.19900 ,       11.80045
10.20000 ,       11.80132
10.20100 ,       11.80219
10.20200 ,       11.80306
10.20300 ,       11.80394
10.20400 ,       11.80481
10.20500 ,       11.80569
10.20600 ,       11.80656
10.20700 ,       11.80744
10.20800 ,       11.80831
10.20900 ,       11.80919
10.21000 ,       11.81007
10.21100 ,       11.81094
10.21200 ,       11.81182
10.21300 ,       11.81270
10.21400 ,       11.81358
10.21500 ,       11.81446
10.21600 ,       11.81534
10.21700 ,       11.81622
10.21800 ,       11.81710
10.21900 ,       11.81798
10.22000 ,       11.81887
10.22100 ,       11.81975
10.22200 ,       11.82063
10.22300 ,       11.82152
10.22400 ,       11.82240
10.22500 ,       11.82328
10.22600 ,       11.82417
10.22700 ,       11.82506
10.22800 ,       11.82594
10.22900 ,       11.82683
10.23000 ,       11.82772
10.23100 ,       11.82860
10.23200 ,       11.82949
10.23300 ,       11.83038
10.23400 ,       11.83127
10.23500 ,       11.83216
10.23600 ,       11.83305
10.23700 ,       11.83394
10.23800 ,       11.83484
10.23900 ,       11.83573
10.24000 ,       11.83662
10.24100 ,       11.83751
10.24200 ,       11.83841
10.24300 ,       11.83930
10.24400 ,       11.84020
10.24500 ,       11.84109
10.24600 ,       11.84199
10.24700 ,       11.84288
10.24800 ,       11.84378
10.24900 ,       11.84468
10.25000 ,       11.84558
10.25100 ,       11.84647
10.25200 ,       11.84737
10.25300 ,       11.84827
10.25400 ,       11.84917
10.25500 ,       11.85007
10.25600 ,       11.85098
10.25700 ,       11.85188
10.25800 ,       11.85278
10.25900 ,       11.85368
10.26000 ,       11.85459
10.26100 ,       11.85549
10.26200 ,       11.85639
10.26300 ,       11.85730
10.26400 ,       11.85820
10.26500 ,       11.85911
10.26600 ,       11.86002
10.26700 ,       11.86092
10.26800 ,       11.86183
10.26900 ,       11.86274
10.27000 ,       11.86365
10.27100 ,       11.86456
10.27200 ,       11.86547
10.27300 ,       11.86638
10.27400 ,       11.86729
10.27500 ,       11.86820
10.27600 ,       11.86911
10.27700 ,       11.87002
10.27800 ,       11.87094
10.27900 ,       11.87185
10.28000 ,       11.87276
10.28100 ,       11.87368
10.28200 ,       11.87459
10.28300 ,       11.87551
10.28400 ,       11.87643
10.28500 ,       11.87734
10.28600 ,       11.87826
10.28700 ,       11.87918
10.28800 ,       11.88010
10.28900 ,       11.88101
10.29000 ,       11.88193
10.29100 ,       11.88285
10.29200 ,       11.88378
10.29300 ,       11.88470
10.29400 ,       11.88562
10.29500 ,       11.88654
10.29600 ,       11.88746
10.29700 ,       11.88839
10.29800 ,       11.88931
10.29900 ,       11.89023
10.30000 ,       11.89116
10.30100 ,       11.89209
10.30200 ,       11.89301
10.30300 ,       11.89394
10.30400 ,       11.89487
10.30500 ,       11.89579
10.30600 ,       11.89672
10.30700 ,       11.89765
10.30800 ,       11.89858
10.30900 ,       11.89951
10.31000 ,       11.90044
10.31100 ,       11.90137
10.31200 ,       11.90230
10.31300 ,       11.90324
10.31400 ,       11.90417
10.31500 ,       11.90510
10.31600 ,       11.90604
10.31700 ,       11.90697
10.31800 ,       11.90790
10.31900 ,       11.90884
10.32000 ,       11.90978
10.32100 ,       11.91071
10.32200 ,       11.91165
10.32300 ,       11.91259
10.32400 ,       11.91353
10.32500 ,       11.91447
10.32600 ,       11.91540
10.32700 ,       11.91635
10.32800 ,       11.91729
10.32900 ,       11.91823
10.33000 ,       11.91917
10.33100 ,       11.92011
10.33200 ,       11.92105
10.33300 ,       11.92200
10.33400 ,       11.92294
10.33500 ,       11.92389
10.33600 ,       11.92483
10.33700 ,       11.92578
10.33800 ,       11.92672
10.33900 ,       11.92767
10.34000 ,       11.92862
10.34100 ,       11.92957
10.34200 ,       11.93051
10.34300 ,       11.93146
10.34400 ,       11.93241
10.34500 ,       11.93336
10.34600 ,       11.93431
10.34700 ,       11.93527
10.34800 ,       11.93622
10.34900 ,       11.93717
10.35000 ,       11.93812
10.35100 ,       11.93908
10.35200 ,       11.94003
10.35300 ,       11.94099
10.35400 ,       11.94194
10.35500 ,       11.94290
10.35600 ,       11.94385
10.35700 ,       11.94481
10.35800 ,       11.94577
10.35900 ,       11.94673
10.36000 ,       11.94769
10.36100 ,       11.94865
10.36200 ,       11.94961
10.36300 ,       11.95057
10.36400 ,       11.95153
10.36500 ,       11.95249
10.36600 ,       11.95345
10.36700 ,       11.95442
10.36800 ,       11.95538
10.36900 ,       11.95634
10.37000 ,       11.95731
10.37100 ,       11.95827
10.37200 ,       11.95924
10.37300 ,       11.96021
10.37400 ,       11.96117
10.37500 ,       11.96214
10.37600 ,       11.96311
10.37700 ,       11.96408
10.37800 ,       11.96505
10.37900 ,       11.96602
10.38000 ,       11.96699
10.38100 ,       11.96796
10.38200 ,       11.96893
10.38300 ,       11.96990
10.38400 ,       11.97088
10.38500 ,       11.97185
10.38600 ,       11.97283
10.38700 ,       11.97380
10.38800 ,       11.97478
10.38900 ,       11.97575
10.39000 ,       11.97673
10.39100 ,       11.97771
10.39200 ,       11.97868
10.39300 ,       11.97966
10.39400 ,       11.98064
10.39500 ,       11.98162
10.39600 ,       11.98260
10.39700 ,       11.98358
10.39800 ,       11.98456
10.39900 ,       11.98554
10.40000 ,       11.98653
10.40100 ,       11.98751
10.40200 ,       11.98849
10.40300 ,       11.98948
10.40400 ,       11.99046
10.40500 ,       11.99145
10.40600 ,       11.99244
10.40700 ,       11.99342
10.40800 ,       11.99441
10.40900 ,       11.99540
10.41000 ,       11.99639
10.41100 ,       11.99738
10.41200 ,       11.99837
10.41300 ,       11.99936
10.41400 ,       12.00035
10.41500 ,       12.00134
10.41600 ,       12.00233
10.41700 ,       12.00332
10.41800 ,       12.00432
10.41900 ,       12.00531
10.42000 ,       12.00631
10.42100 ,       12.00730
10.42200 ,       12.00830
10.42300 ,       12.00929
10.42400 ,       12.01029
10.42500 ,       12.01129
10.42600 ,       12.01229
10.42700 ,       12.01329
10.42800 ,       12.01429
10.42900 ,       12.01529
10.43000 ,       12.01629
10.43100 ,       12.01729
10.43200 ,       12.01829
10.43300 ,       12.01929
10.43400 ,       12.02030
10.43500 ,       12.02130
10.43600 ,       12.02231
10.43700 ,       12.02331
10.43800 ,       12.02432
10.43900 ,       12.02532
10.44000 ,       12.02633
10.44100 ,       12.02734
10.44200 ,       12.02835
10.44300 ,       12.02935
10.44400 ,       12.03036
10.44500 ,       12.03137
10.44600 ,       12.03239
10.44700 ,       12.03340
10.44800 ,       12.03441
10.44900 ,       12.03542
10.45000 ,       12.03643
10.45100 ,       12.03745
10.45200 ,       12.03846
10.45300 ,       12.03948
10.45400 ,       12.04049
10.45500 ,       12.04151
10.45600 ,       12.04253
10.45700 ,       12.04355
10.45800 ,       12.04456
10.45900 ,       12.04558
10.46000 ,       12.04660
10.46100 ,       12.04762
10.46200 ,       12.04864
10.46300 ,       12.04967
10.46400 ,       12.05069
10.46500 ,       12.05171
10.46600 ,       12.05273
10.46700 ,       12.05376
10.46800 ,       12.05478
10.46900 ,       12.05581
10.47000 ,       12.05684
10.47100 ,       12.05786
10.47200 ,       12.05889
10.47300 ,       12.05992
10.47400 ,       12.06095
10.47500 ,       12.06198
10.47600 ,       12.06301
10.47700 ,       12.06404
10.47800 ,       12.06507
10.47900 ,       12.06610
10.48000 ,       12.06713
10.48100 ,       12.06816
10.48200 ,       12.06920
10.48300 ,       12.07023
10.48400 ,       12.07127
10.48500 ,       12.07230
10.48600 ,       12.07334
10.48700 ,       12.07438
10.48800 ,       12.07541
10.48900 ,       12.07645
10.49000 ,       12.07749
10.49100 ,       12.07853
10.49200 ,       12.07957
10.49300 ,       12.08061
10.49400 ,       12.08166
10.49500 ,       12.08270
10.49600 ,       12.08374
10.49700 ,       12.08478
10.49800 ,       12.08583
10.49900 ,       12.08687
10.50000 ,       12.08792
10.50100 ,       12.08897
10.50200 ,       12.09001
10.50300 ,       12.09106
10.50400 ,       12.09211
10.50500 ,       12.09316
10.50600 ,       12.09421
10.50700 ,       12.09526
10.50800 ,       12.09631
10.50900 ,       12.09736
10.51000 ,       12.09841
10.51100 ,       12.09946
10.51200 ,       12.10052
10.51300 ,       12.10157
10.51400 ,       12.10263
10.51500 ,       12.10368
10.51600 ,       12.10474
10.51700 ,       12.10580
10.51800 ,       12.10685
10.51900 ,       12.10791
10.52000 ,       12.10897
10.52100 ,       12.11003
10.52200 ,       12.11109
10.52300 ,       12.11215
10.52400 ,       12.11321
10.52500 ,       12.11428
10.52600 ,       12.11534
10.52700 ,       12.11640
10.52800 ,       12.11747
10.52900 ,       12.11853
10.53000 ,       12.11960
10.53100 ,       12.12066
10.53200 ,       12.12173
10.53300 ,       12.12280
10.53400 ,       12.12387
10.53500 ,       12.12494
10.53600 ,       12.12601
10.53700 ,       12.12708
10.53800 ,       12.12815
10.53900 ,       12.12922
10.54000 ,       12.13029
10.54100 ,       12.13137
10.54200 ,       12.13244
10.54300 ,       12.13351
10.54400 ,       12.13459
10.54500 ,       12.13567
10.54600 ,       12.13674
10.54700 ,       12.13782
10.54800 ,       12.13890
10.54900 ,       12.13998
10.55000 ,       12.14106
10.55100 ,       12.14214
10.55200 ,       12.14322
10.55300 ,       12.14430
10.55400 ,       12.14538
10.55500 ,       12.14646
10.55600 ,       12.14755
10.55700 ,       12.14863
10.55800 ,       12.14972
10.55900 ,       12.15080
10.56000 ,       12.15189
10.56100 ,       12.15298
10.56200 ,       12.15407
10.56300 ,       12.15515
10.56400 ,       12.15624
10.56500 ,       12.15733
10.56600 ,       12.15842
10.56700 ,       12.15952
10.56800 ,       12.16061
10.56900 ,       12.16170
10.57000 ,       12.16279
10.57100 ,       12.16389
10.57200 ,       12.16498
10.57300 ,       12.16608
10.57400 ,       12.16718
10.57500 ,       12.16827
10.57600 ,       12.16937
10.57700 ,       12.17047
10.57800 ,       12.17157
10.57900 ,       12.17267
10.58000 ,       12.17377
10.58100 ,       12.17487
10.58200 ,       12.17597
10.58300 ,       12.17708
10.58400 ,       12.17818
10.58500 ,       12.17928
10.58600 ,       12.18039
10.58700 ,       12.18149
10.58800 ,       12.18260
10.58900 ,       12.18371
10.59000 ,       12.18482
10.59100 ,       12.18592
10.59200 ,       12.18703
10.59300 ,       12.18814
10.59400 ,       12.18925
10.59500 ,       12.19037
10.59600 ,       12.19148
10.59700 ,       12.19259
10.59800 ,       12.19370
10.59900 ,       12.19482
10.60000 ,       12.19593
10.60100 ,       12.19705
10.60200 ,       12.19817
10.60300 ,       12.19928
10.60400 ,       12.20040
10.60500 ,       12.20152
10.60600 ,       12.20264
10.60700 ,       12.20376
10.60800 ,       12.20488
10.60900 ,       12.20600
10.61000 ,       12.20713
10.61100 ,       12.20825
10.61200 ,       12.20937
10.61300 ,       12.21050
10.61400 ,       12.21163
10.61500 ,       12.21275
10.61600 ,       12.21388
10.61700 ,       12.21501
10.61800 ,       12.21613
10.61900 ,       12.21726
10.62000 ,       12.21839
10.62100 ,       12.21952
10.62200 ,       12.22066
10.62300 ,       12.22179
10.62400 ,       12.22292
10.62500 ,       12.22406
10.62600 ,       12.22519
10.62700 ,       12.22633
10.62800 ,       12.22746
10.62900 ,       12.22860
10.63000 ,       12.22974
10.63100 ,       12.23087
10.63200 ,       12.23201
10.63300 ,       12.23315
10.63400 ,       12.23429
10.63500 ,       12.23544
10.63600 ,       12.23658
10.63700 ,       12.23772
10.63800 ,       12.23886
10.63900 ,       12.24001
10.64000 ,       12.24115
10.64100 ,       12.24230
10.64200 ,       12.24345
10.64300 ,       12.24459
10.64400 ,       12.24574
10.64500 ,       12.24689
10.64572 , 10440887.96315
10.64672 , 10441378.33139
10.64772 , 10441868.67659
10.64872 , 10442358.99877
10.64972 , 10442849.29792
10.65072 , 10443339.57406
10.65172 , 10443829.82718
10.65272 , 10444320.05729
10.65372 , 10444810.26439
10.65472 , 10445300.44849
10.65572 , 10445790.60958
10.65672 , 10446280.74767
10.65772 , 10446770.86277
10.65872 , 10447260.95487
10.65972 , 10447751.02398
10.66072 , 10448241.07011
10.66172 , 10448731.09325
10.66272 , 10449221.09342
10.66372 , 10449711.07061
10.66472 , 10450201.02482
10.66572 , 10450690.95606
10.66672 , 10451180.86434
10.66772 , 10451670.74965
10.66872 , 10452160.61200
10.66972 , 10452650.45140
10.67072 , 10453140.26784
10.67172 , 10453630.06133
10.67272 , 10454119.83187
10.67372 , 10454609.57947
10.67472 , 10455099.30413
10.67572 , 10455589.00584
10.67672 , 10456078.68463
10.67772 , 10456568.34048
10.67872 , 10457057.97340
10.67972 , 10457547.58340
10.68072 , 10458037.17048
10.68172 , 10458526.73464
10.68272 , 10459016.27588
10.68372 , 10459505.79421
10.68472 , 10459995.28963
10.68572 , 10460484.76215
10.68672 , 10460974.21176
10.68772 , 10461463.63848
10.68872 , 10461953.04229
10.68972 , 10462442.42322
10.69072 , 10462931.78125
10.69172 , 10463421.11640
10.69272 , 10463910.42867
10.69372 , 10464399.71805
10.69472 , 10464888.98456
10.69572 , 10465378.22819
10.69672 , 10465867.44896
10.69772 , 10466356.64685
10.69872 , 10466845.82189
10.69972 , 10467334.97406
10.70072 , 10467824.10337
10.70172 , 10468313.20983
10.70272 , 10468802.29344
10.70372 , 10469291.35420
10.70472 , 10469780.39212
10.70572 , 10470269.40719
10.70672 , 10470758.39943
10.70772 , 10471247.36883
10.70872 , 10471736.31539
10.70972 , 10472225.23913
10.71072 , 10472714.14005
10.71172 , 10473203.01814
10.71272 , 10473691.87341
10.71372 , 10474180.70587
10.71472 , 10474669.51551
10.71572 , 10475158.30234
10.71672 , 10475647.06637
10.71772 , 10476135.80759
10.71872 , 10476624.52602
10.71972 , 10477113.22164
10.72072 , 10477601.89448
10.72172 , 10478090.54452
10.72272 , 10478579.17177
10.72372 , 10479067.77625
10.72472 , 10479556.35794
10.72572 , 10480044.91685
10.72672 , 10480533.45299
10.72772 , 10481021.96635
10.72872 , 10481510.45695
10.72972 , 10481998.92478
10.73072 , 10482487.36985
10.73172 , 10482975.79217
10.73272 , 10483464.19172
10.73372 , 10483952.56853
10.73472 , 10484440.92258
10.73572 , 10484929.25389
10.73672 , 10485417.56246
10.73772 , 10485905.84829
10.73872 , 10486394.11138
10.73972 , 10486882.35174
10.74072 , 10487370.56936
10.74172 , 10487858.76426
10.74272 , 10488346.93644
10.74372 , 10488835.08590
10.74472 , 10489323.21264
10.74572 , 10489811.31666
10.74672 , 10490299.39797
10.74772 , 10490787.45658
10.74872 , 10491275.49248
10.74972 , 10491763.50568
10.75072 , 10492251.49618
10.75172 , 10492739.46399
10.75272 , 10493227.40910
10.75372 , 10493715.33153
10.75472 , 10494203.23127
10.75572 , 10494691.10832
10.75672 , 10495178.96270
10.75772 , 10495666.79440
10.75872 , 10496154.60343
10.75972 , 10496642.38979
10.76072 , 10497130.15348
10.76172 , 10497617.89451
10.76272 , 10498105.61288
10.76372 , 10498593.30859
10.76472 , 10499080.98165
10.76572 , 10499568.63205
10.76672 , 10500056.25981
10.76772 , 10500543.86492
10.76872 , 10501031.44739
10.76972 , 10501519.00723
10.77072 , 10502006.54442
10.77172 , 10502494.05899
10.77272 , 10502981.55093
10.77372 , 10503469.02024
10.77472 , 10503956.46693
10.77572 , 10504443.89100
10.77672 , 10504931.29245
10.77772 , 10505418.67129
10.77872 , 10505906.02752
10.77972 , 10506393.36115
10.78072 , 10506880.67217
10.78172 , 10507367.96059
10.78272 , 10507855.22641
10.78372 , 10508342.46964
10.78472 , 10508829.69027
10.78572 , 10509316.88832
10.78672 , 10509804.06378
10.78772 , 10510291.21667
10.78872 , 10510778.34697
10.78972 , 10511265.45470
10.79072 , 10511752.53985
10.79172 , 10512239.60244
10.79272 , 10512726.64246
10.79372 , 10513213.65992
10.79472 , 10513700.65482
10.79572 , 10514187.62716
10.79672 , 10514674.57695
10.79772 , 10515161.50419
10.79872 , 10515648.40888
10.79972 , 10516135.29103
10.80072 , 10516622.15063
10.80172 , 10517108.98770
10.80272 , 10517595.80223
10.80372 , 10518082.59423
10.80472 , 10518569.36371
10.80572 , 10519056.11066
10.80672 , 10519542.83508
10.80772 , 10520029.53699
10.80872 , 10520516.21638
10.80972 , 10521002.87326
10.81072 , 10521489.50763
10.81172 , 10521976.11949
10.81272 , 10522462.70885
10.81372 , 10522949.27571
10.81472 , 10523435.82007
10.81572 , 10523922.34194
10.81672 , 10524408.84131
10.81772 , 10524895.31820
10.81872 , 10525381.77261
10.81972 , 10525868.20453
10.82072 , 10526354.61397
10.82172 , 10526841.00094
10.82272 , 10527327.36544
10.82372 , 10527813.70747
10.82472 , 10528300.02703
10.82572 , 10528786.32413
10.82672 , 10529272.59877
10.82772 , 10529758.85095
10.82872 , 10530245.08068
10.82972 , 10530731.28796
10.83072 , 10531217.47279
10.83172 , 10531703.63517
10.83272 , 10532189.77512
10.83372 , 10532675.89263
10.83472 , 10533161.98770
10.83572 , 10533648.06034
10.83672 , 10534134.11055
10.83772 , 10534620.13834
10.83872 , 10535106.14371
10.83972 , 10535592.12665
10.84072 , 10536078.08718
10.84172 , 10536564.02530
10.84272 , 10537049.94100
10.84372 , 10537535.83430
10.84472 , 10538021.70519
10.84572 , 10538507.55369
10.84672 , 10538993.37978
10.84772 , 10539479.18349
10.84872 , 10539964.96480
10.84972 , 10540450.72372
10.85072 , 10540936.46026
10.85172 , 10541422.17441
10.85272 , 10541907.86619
10.85372 , 10542393.53558
10.85472 , 10542879.18261
10.85572 , 10543364.80727
10.85672 , 10543850.40956
10.85772 , 10544335.98948
10.85872 , 10544821.54705
10.85972 , 10545307.08226
10.86072 , 10545792.59511
10.86172 , 10546278.08562
10.86272 , 10546763.55377
10.86372 , 10547248.99958
10.86472 , 10547734.42305
10.86572 , 10548219.82418
10.86672 , 10548705.20297
10.86772 , 10549190.55943
10.86872 , 10549675.89356
10.86972 , 10550161.20536
10.87072 , 10550646.49484
10.87172 , 10551131.76200
10.87272 , 10551617.00685
10.87372 , 10552102.22937
10.87472 , 10552587.42959
10.87572 , 10553072.60750
10.87672 , 10553557.76310
10.87772 , 10554042.89640
10.87872 , 10554528.00741
10.87972 , 10555013.09611
10.88072 , 10555498.16253
10.88172 , 10555983.20665
10.88272 , 10556468.22849
10.88372 , 10556953.22805
10.88472 , 10557438.20532
10.88572 , 10557923.16032
10.88672 , 10558408.09304
10.88772 , 10558893.00349
10.88872 , 10559377.89167
10.88972 , 10559862.75759
10.89072 , 10560347.60125
10.89172 , 10560832.42264
10.89272 , 10561317.22178
10.89372 , 10561801.99867
10.89472 , 10562286.75331
10.89572 , 10562771.48570
10.89672 , 10563256.19585
10.89772 , 10563740.88376
